"date","MPCP00XXS","MPCP02XXS","MPCP03XXS","MPCP04XXS","MPCP05XXS","MPCP07XXS","MPCP08XXS","MPCP09XXS","MPCP11XXS","MPCP12XXS","MPCP13XXS","MPCP14XXS","MPCP15XXS","MPCPNRXXS","MPCPXXXXS","MPCT00XXS","MPCT01XXS","MPCT02XXS","MPCT03XXS","MPCT04XXS","MPCT05XXS","MPCT06XXS","MPCT07XXS","MPCT08XXS","MPCT09XXS","MPCT10XXS","MPCT11XXS","MPCT12XXS","MPCT13XXS","MPCT14XXS","MPCT15XXS","MPCT20IXS","MPCTNRXXS","MPCTXXXXS","MPCV00XXS","MPCV01XXS","MPCV02XXS","MPCV03XXS","MPCV04XXS","MPCV05XXS","MPCV06XXS","MPCV08XXS","MPCV09XXS","MPCV10XXS","MPCV11XXS","MPCV20IXS","MPCVNRXXS","MPCVXXXXS","PBAMUSCON","PBAMUSCONS","PBCADCON","PBCADCONS","PBCOMCON","PBCOMCONS","PBEDUCON","PBEDUCONS","PBHLTHCON","PBHLTHCONS","PBHWYCON","PBHWYCONS","PBNRESCON","PBNRESCONS","PBOFCON","PBOFCONS","PBPSCON","PBPSCONS","PBPWRCON","PBPWRCONS","PBRESCON","PBRESCONS","PBSWGCON","PBSWGCONS","PBTRANSCON","PBTRANSCONS","PBWSCON","PBWSCONS","PLODGCON","PLODGCONS","PNRESCON","PNRESCONS","PRAMUSCON","PRAMUSCONS","PRCMUCON","PRCMUCONS","PRCOMCON","PRCOMCONS","PREDUCON","PREDUCONS","PRHLTHCON","PRHLTHCONS","PRMFGCON","PRMFGCONS","PROFCON","PROFCONS","PRPWRCON","PRPWRCONS","PRRELCON","PRRELCONS","PRRESCON","PRRESCONS","PRTRANSCON","PRTRANSCONS","TLAMUSCON","TLAMUSCONS","TLCADCON","TLCADCONS","TLCMUCON","TLCMUCONS","TLCOMCON","TLCOMCONS","TLEDUCON","TLEDUCONS","TLHLTHCON","TLHLTHCONS","TLHWYCON","TLHWYCONS","TLLODGCON","TLLODGCONS","TLMFGCON","TLMFGCONS","TLNRESCON","TLNRESCONS","TLOFCON","TLOFCONS","TLPBLCON","TLPBLCONS","TLPRVCON","TLPRVCONS","TLPSCON","TLPSCONS","TLPWRCON","TLPWRCONS","TLRELCON","TLRELCONS","TLRESCON","TLRESCONS","TLSWDCON","TLSWDCONS","TLTRANSCON","TLTRANSCONS","TLWSCON","TLWSCONS","TTLCON","TTLCONS"
1994-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,4717,13975,160441,453,5371,914,10250,3555,40175,486,5098,1401,16725,2459,28663,1698,19980,1719,19116,325,3885,22777,244032,447,4890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12280,131725,36752,404473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49032,536198
1994-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,3848,13761,158233,433,5171,802,9986,3720,40985,504,5255,1253,15481,2371,28246,1632,19258,1857,19829,315,3746,22941,245463,413,4848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12843,133537,36702,403695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49545,537232
1994-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359,4308,14706,161620,425,5140,999,10751,3868,41197,472,4816,1344,15679,2531,29333,1803,20662,1945,19520,381,4023,23022,243134,432,4587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13788,133205,37728,404755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51516,537960
1994-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,4505,14933,163466,471,5434,882,10091,4064,42745,426,4891,1290,14909,2705,30066,1843,21267,1929,19607,355,3805,23153,242619,436,4513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13632,132130,38086,406085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51718,538215
1994-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378,4540,14578,163059,470,5429,881,10376,3979,42544,406,4879,1285,14801,2704,30512,1700,20620,1768,19388,367,3881,21786,234905,494,4580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12771,135310,36364,397963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49135,533273
1994-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423,5071,14466,168246,454,5531,944,10408,3598,41729,395,5000,1310,15090,2908,33727,1844,21808,1663,19876,338,3839,21106,239857,449,4640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11147,131047,35572,408104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46719,539150
1994-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434,5209,13529,165270,396,4992,977,10631,3261,41658,374,5142,1249,15028,2838,32015,1665,20529,1484,20151,326,3984,16982,241395,408,4574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9895,135129,30511,406665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40406,541794
1995-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454,5443,12225,169788,387,4964,773,11220,2884,40850,357,4966,1178,15233,2336,32256,1721,22953,1473,22031,284,3966,16555,241184,265,4434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8426,132958,28780,410972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37206,543930
1995-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480,5760,12423,173462,380,4875,732,10664,2983,42926,376,5266,1211,15110,2572,33780,1749,22902,1276,21485,296,4199,14652,234257,273,5070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8175,130106,27075,407720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35250,537826
1995-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622,7460,13815,178944,439,5321,929,10787,3388,45652,404,5199,1203,14850,2680,34291,1872,23160,1590,21956,296,3919,16891,228013,299,4965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9310,135758,30706,406957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40016,542715
1995-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478,5730,14572,180257,489,5810,912,12310,3428,43956,447,5689,1273,15059,2922,35806,1902,22713,1927,22828,340,4282,17932,225488,351,4696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10320,137352,32504,405745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42824,543096
1995-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555,6662,15244,180694,473,5407,901,10498,3529,41938,462,5445,1317,15605,3047,37043,2126,23334,1906,23335,369,4430,19495,222062,394,4598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11876,139811,34739,402756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46615,542566
1995-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571,6853,16096,184210,507,6001,1060,11660,3995,45271,577,6067,1231,14768,3067,35902,1980,23368,2151,23221,371,4387,20483,218972,426,4642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13225,142949,36579,403182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49804,546131
1995-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571,6846,16184,185753,467,5476,992,12468,3961,44061,600,6184,1248,15527,3110,36957,2086,24088,2130,22348,388,4594,20864,224113,434,5043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13171,137475,37048,409867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50219,547342
1995-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591,7087,16469,180948,492,5870,1023,11171,4002,43118,638,6384,1275,14885,3029,35191,2083,23994,2268,22083,418,4485,21407,226045,427,4510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14752,144003,37876,406993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52628,550996
1995-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,609,7304,16641,182754,545,6182,947,11204,4232,45269,523,6003,1358,15683,3224,35838,1930,22329,2187,21558,422,4581,21752,228688,466,4805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14635,142569,38393,411442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53028,554011
1995-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641,7690,16481,183887,634,7187,985,10992,4209,45426,463,5585,1371,15856,3195,35857,1879,22649,1963,21241,443,4680,21158,227589,513,4790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13733,143657,37639,411476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51372,555132
1995-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,767,9199,15579,181715,548,6651,971,10816,3887,45083,464,5872,1306,15221,3070,35508,1862,21929,1688,20550,392,4388,20355,231913,466,4783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12229,143817,35934,413628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48163,557445
1995-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,795,9539,14804,182144,526,6552,885,10145,3598,45861,390,5235,1290,15525,3114,35511,1805,22439,1450,20164,329,4033,16579,235572,445,5052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10159,140236,31383,417717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41542,557953
1996-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,739,8862,13630,187068,494,6385,833,11641,3311,46675,423,5798,1193,15190,2925,39939,1674,21950,1270,19322,318,4414,16444,240958,328,5267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9282,147112,30074,428026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39356,575138
1996-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,808,9696,13471,185642,536,6799,838,11718,3326,47146,445,6154,1135,13991,2822,37011,1790,23067,1065,18960,315,4464,15262,243695,287,5146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8658,138716,28733,429337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37391,568052
1996-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,813,9761,14075,184419,566,6847,860,10833,3481,46693,484,6273,1095,13457,2877,36821,1856,23367,1288,19233,309,4090,18492,249952,335,5480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9485,140166,32567,434372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42052,574538
1996-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,922,11068,15448,189505,597,7177,960,11493,3777,47573,470,5933,1205,14141,3012,37085,2085,25038,1547,18723,340,4251,20274,252836,440,5783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11143,148123,35722,442341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46865,590464
1996-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,823,9878,15886,187923,559,6457,991,11527,4044,48000,532,6181,1272,15180,2999,36485,2272,25461,1443,17376,351,4241,22841,259296,498,5807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12871,152967,38727,447219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51598,600186
1996-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,894,10728,16897,194933,587,6893,892,11064,4228,48411,673,6980,1306,15807,3190,37396,2381,28174,1700,17531,387,4534,24591,263085,536,5872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13215,144131,41488,458019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54703,602150
1996-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,867,10400,16612,189035,616,7206,937,10764,4285,47668,697,7185,1257,15472,3025,36034,2293,26330,1657,16814,360,4217,24659,263549,491,5568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14159,147315,41271,452584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55430,599899
1996-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1002,12022,17809,196246,587,6998,1070,11919,4810,51737,735,7426,1358,15827,3075,35494,2331,26819,1753,16405,411,4449,24988,263618,492,5151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14691,144095,42797,459865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57488,603959
1996-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,994,11929,18036,200156,587,6731,954,11444,4752,51368,665,7572,1360,16098,3427,38181,2462,28478,1724,16533,426,4677,25102,265677,534,5550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15406,149634,43138,465833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58544,615466
1996-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,11995,18743,209483,645,7278,1115,11952,4839,52464,645,7805,1412,16360,3824,42797,2481,29458,1524,16687,439,4707,24303,261444,650,6200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14410,150834,43046,470927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57456,621761
